checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,6,critical account,radio/television,1898,no savings account,1<= < 4 years,1,none,2,real estate,34,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
no account,24,critical account,radio/television,2872,100 <= <500 DM,>=7 years,3,none,4,real estate,36,none,own,1,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,18,critical account,car (new),1055,<100 DM,<1 years,4,none,1,savings agreement/life insurance,30,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,15,existing credits paid back duly till now,domestic appliances,1262,500 <= < 1000 DM,4<= <7 years,4,none,3,savings agreement/life insurance,36,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,10,existing credits paid back duly till now,car (new),7308,<100 DM,unemployed,2,none,4,unknown / no property,70,bank,for free,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
no account,36,existing credits paid back duly till now,car (new),909,500 <= < 1000 DM,>=7 years,4,none,4,savings agreement/life insurance,36,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,6,existing credits paid back duly till now,furniture/equipment,2978,500 <= < 1000 DM,1<= < 4 years,1,none,2,car or other,32,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,18,existing credits paid back duly till now,furniture/equipment,1131,<100 DM,unemployed,4,none,2,car or other,33,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,0
0 <= <200 DM,11,existing credits paid back duly till now,furniture/equipment,1577,>= 1000 DM,<1 years,4,none,1,real estate,20,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,24,existing credits paid back duly till now,furniture/equipment,3972,<100 DM,4<= <7 years,2,none,4,savings agreement/life insurance,25,none,rent,1,skilled employee / official,1,yes,yes,female,divorced/separated,1
0 <= <200 DM,24,critical account,business,1935,<100 DM,>=7 years,4,none,4,real estate,31,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,0
<0 DM,15,no credits taken,car (new),950,<100 DM,>=7 years,4,none,3,car or other,33,none,rent,2,skilled employee / official,2,none,yes,male,divorced/separated,0
no account,12,existing credits paid back duly till now,furniture/equipment,763,<100 DM,1<= < 4 years,4,none,1,real estate,26,none,own,1,skilled employee / official,1,yes,yes,female,divorced/separated,1
0 <= <200 DM,24,delay in paying off,furniture/equipment,2064,<100 DM,unemployed,3,none,2,savings agreement/life insurance,34,none,own,1,management/ highly qualified employee,1,yes,yes,female,divorced/separated,0
0 <= <200 DM,8,existing credits paid back duly till now,radio/television,1414,<100 DM,1<= < 4 years,4,guarantor,2,real estate,33,none,own,1,skilled employee / official,1,none,no,male,divorced/separated,1
<0 DM,21,delay in paying off,education,3414,<100 DM,<1 years,2,none,1,savings agreement/life insurance,26,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,0
no account,30,all credits at this bank paid back duly,car (used),7485,no savings account,unemployed,4,none,1,real estate,53,bank,own,1,management/ highly qualified employee,1,yes,yes,female,divorced/separated,0
<0 DM,12,existing credits paid back duly till now,furniture/equipment,2577,<100 DM,1<= < 4 years,2,none,1,car or other,42,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,6,critical account,radio/television,338,500 <= < 1000 DM,>=7 years,4,none,4,car or other,52,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,12,existing credits paid back duly till now,radio/television,1963,<100 DM,4<= <7 years,4,none,2,car or other,31,none,rent,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
<0 DM,21,critical account,car (new),571,<100 DM,>=7 years,4,none,4,real estate,65,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,36,delay in paying off,business,9572,<100 DM,<1 years,1,none,1,car or other,28,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,0
0 <= <200 DM,36,delay in paying off,business,4455,<100 DM,1<= < 4 years,2,none,2,real estate,30,store,own,2,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
<0 DM,21,all credits at this bank paid back duly,car (new),1647,no savings account,1<= < 4 years,4,none,2,savings agreement/life insurance,40,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,0
no account,24,critical account,furniture/equipment,3777,>= 1000 DM,1<= < 4 years,4,none,4,real estate,50,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,18,critical account,car (new),884,<100 DM,>=7 years,4,none,4,car or other,36,bank,own,1,skilled employee / official,2,yes,yes,male,divorced/separated,0
no account,15,critical account,radio/television,1360,<100 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,31,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,9,all credits at this bank paid back duly,car (used),5129,<100 DM,>=7 years,2,none,4,unknown / no property,74,bank,for free,1,management/ highly qualified employee,2,yes,yes,female,divorced/separated,0
0 <= <200 DM,16,critical account,car (new),1175,<100 DM,unemployed,2,none,3,car or other,68,none,for free,3,unemployed/ unskilled  - non-resident,1,yes,yes,male,divorced/separated,1
<0 DM,12,existing credits paid back duly till now,radio/television,674,100 <= <500 DM,4<= <7 years,4,none,1,savings agreement/life insurance,20,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,0
0 <= <200 DM,18,no credits taken,furniture/equipment,3244,<100 DM,1<= < 4 years,1,none,4,car or other,33,bank,own,2,skilled employee / official,1,yes,yes,female,divorced/separated,1
no account,24,existing credits paid back duly till now,business,4591,>= 1000 DM,1<= < 4 years,2,none,3,savings agreement/life insurance,54,none,own,3,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
0 <= <200 DM,48,no credits taken,business,3844,100 <= <500 DM,4<= <7 years,4,none,4,unknown / no property,34,none,for free,1,unskilled - resident,2,none,yes,male,divorced/separated,0
0 <= <200 DM,27,existing credits paid back duly till now,business,3915,<100 DM,1<= < 4 years,4,none,2,car or other,36,none,own,1,skilled employee / official,2,yes,yes,male,divorced/separated,0
no account,6,existing credits paid back duly till now,radio/television,2108,<100 DM,4<= <7 years,2,none,2,real estate,29,none,rent,1,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= <200 DM,45,existing credits paid back duly till now,radio/television,3031,100 <= <500 DM,1<= < 4 years,4,guarantor,4,savings agreement/life insurance,21,none,rent,1,skilled employee / official,1,none,yes,male,divorced/separated,0
0 <= <200 DM,9,critical account,education,1501,<100 DM,>=7 years,2,none,3,car or other,34,none,own,2,management/ highly qualified employee,1,yes,yes,female,divorced/separated,0
no account,6,critical account,radio/television,1382,<100 DM,1<= < 4 years,1,none,1,car or other,28,none,own,2,skilled employee / official,1,yes,yes,female,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,furniture/equipment,951,100 <= <500 DM,<1 years,4,none,4,car or other,27,bank,rent,4,skilled employee / official,1,none,yes,female,divorced/separated,0
0 <= <200 DM,24,existing credits paid back duly till now,car (used),2760,no savings account,>=7 years,4,none,4,unknown / no property,36,bank,for free,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,18,delay in paying off,furniture/equipment,4297,<100 DM,>=7 years,4,none,3,unknown / no property,40,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
no account,9,critical account,education,936,500 <= < 1000 DM,>=7 years,4,none,2,car or other,52,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,12,existing credits paid back duly till now,car (new),1168,<100 DM,1<= < 4 years,4,none,3,real estate,27,none,own,1,unskilled - resident,1,none,yes,male,married/widowed,1
no account,27,delay in paying off,business,5117,<100 DM,4<= <7 years,3,none,4,car or other,26,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,12,existing credits paid back duly till now,retraining,902,<100 DM,4<= <7 years,4,none,4,savings agreement/life insurance,21,none,rent,1,skilled employee / official,1,none,yes,male,married/widowed,0
no account,12,critical account,car (new),1495,<100 DM,>=7 years,4,none,1,real estate,38,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
<0 DM,30,critical account,car (used),10623,<100 DM,>=7 years,3,none,4,unknown / no property,38,none,for free,3,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
no account,12,critical account,furniture/equipment,1935,<100 DM,>=7 years,4,none,4,real estate,43,none,own,3,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,12,critical account,domestic appliances,1424,<100 DM,4<= <7 years,4,none,3,savings agreement/life insurance,26,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,business,6568,<100 DM,1<= < 4 years,2,none,2,car or other,21,store,own,1,unskilled - resident,1,none,yes,male,married/widowed,1
no account,12,existing credits paid back duly till now,car (used),1413,>= 1000 DM,4<= <7 years,3,none,2,savings agreement/life insurance,55,none,own,1,skilled employee / official,1,none,no,male,divorced/separated,1
no account,9,critical account,radio/television,3074,no savings account,1<= < 4 years,1,none,2,real estate,33,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
no account,36,existing credits paid back duly till now,radio/television,3835,no savings account,>=7 years,2,none,4,real estate,45,none,own,1,unskilled - resident,1,yes,yes,female,divorced/separated,1
<0 DM,27,no credits taken,business,5293,<100 DM,unemployed,2,none,4,savings agreement/life insurance,50,store,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,0
>= 200 DM ,30,delay in paying off,business,1908,<100 DM,>=7 years,4,none,4,real estate,66,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
no account,36,critical account,radio/television,3342,no savings account,>=7 years,4,none,2,car or other,51,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
0 <= <200 DM,6,critical account,retraining,932,no savings account,4<= <7 years,1,none,3,savings agreement/life insurance,39,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated,1
<0 DM,18,no credits taken,business,3104,<100 DM,4<= <7 years,3,none,1,savings agreement/life insurance,31,bank,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
>= 200 DM ,36,existing credits paid back duly till now,radio/television,3913,<100 DM,1<= < 4 years,2,none,2,real estate,23,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,furniture/equipment,3021,<100 DM,1<= < 4 years,2,none,2,real estate,24,none,rent,1,unskilled - resident,1,none,yes,male,divorced/separated,1
no account,10,existing credits paid back duly till now,car (new),1364,<100 DM,1<= < 4 years,2,none,4,car or other,64,none,own,1,skilled employee / official,1,yes,yes,female,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,radio/television,625,<100 DM,<1 years,4,guarantor,1,real estate,26,bank,own,1,unskilled - resident,1,none,yes,male,married/widowed,1
<0 DM,12,existing credits paid back duly till now,education,1200,no savings account,1<= < 4 years,4,none,4,savings agreement/life insurance,23,bank,rent,1,skilled employee / official,1,yes,yes,female,divorced/separated,1
no account,12,existing credits paid back duly till now,radio/television,707,<100 DM,1<= < 4 years,4,none,2,real estate,30,bank,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,24,delay in paying off,business,2978,no savings account,1<= < 4 years,4,none,4,real estate,32,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
no account,15,existing credits paid back duly till now,car (used),4657,<100 DM,1<= < 4 years,3,none,2,car or other,30,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
no account,36,no credits taken,repairs,2613,<100 DM,1<= < 4 years,4,none,2,car or other,27,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= <200 DM,48,existing credits paid back duly till now,radio/television,10961,>= 1000 DM,4<= <7 years,1,co-applicant,2,unknown / no property,27,bank,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,0
<0 DM,12,existing credits paid back duly till now,furniture/equipment,7865,<100 DM,>=7 years,4,none,4,unknown / no property,53,none,for free,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
no account,9,existing credits paid back duly till now,radio/television,1478,<100 DM,4<= <7 years,4,none,2,car or other,22,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,0
<0 DM,24,existing credits paid back duly till now,furniture/equipment,3149,<100 DM,<1 years,4,none,1,unknown / no property,22,bank,for free,1,skilled employee / official,1,none,yes,male,divorced/separated,1
>= 200 DM ,36,existing credits paid back duly till now,radio/television,4210,<100 DM,1<= < 4 years,4,none,2,car or other,26,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,0
