decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,tier,race,pass_bar
9.0,7.0,48.0,3.5,1.26,0.37,1.0,3.0,1.0,6.0,White,1.0
5.0,5.0,42.0,3.3,-0.11,-0.22,1.0,3.0,0.0,4.0,Non-White,1.0
9.0,9.0,32.5,2.8,0.94,1.12,1.0,3.0,1.0,2.0,White,1.0
6.0,6.0,47.0,3.4,0.32,0.27,1.0,4.0,1.0,4.0,White,1.0
7.0,10.0,44.0,3.9,0.44,1.31,1.0,3.0,1.0,5.0,White,1.0
2.0,3.0,34.0,2.5,-0.99,-0.91,1.0,5.0,1.0,2.0,White,1.0
2.0,2.0,30.0,3.2,-1.03,-0.99,1.0,3.0,0.0,4.0,White,1.0
6.0,4.0,37.0,3.5,0.23,-0.53,1.0,1.0,1.0,4.0,White,1.0
3.0,6.0,34.0,3.0,-0.47,0.01,1.0,2.0,0.0,3.0,Non-White,1.0
1.0,1.0,31.0,3.0,-1.46,-1.34,2.0,2.0,1.0,3.0,Non-White,0.0
10.0,10.0,38.0,3.2,1.49,1.7,2.0,2.0,0.0,3.0,White,1.0
3.0,1.0,34.0,3.0,-0.5,-1.41,1.0,4.0,0.0,3.0,White,0.0
6.0,4.0,41.0,3.6,0.16,-0.35,1.0,4.0,1.0,5.0,Non-White,1.0
3.0,2.0,36.5,3.3,-0.52,-0.85,1.0,4.0,0.0,6.0,White,1.0
1.0,2.0,47.0,3.4,-1.29,-1.06,1.0,3.0,0.0,6.0,White,1.0
6.0,7.0,39.0,3.5,0.19,0.45,1.0,2.0,0.0,4.0,White,1.0
7.0,5.0,41.0,2.9,0.56,-0.03,1.0,4.0,1.0,3.0,White,1.0
7.0,8.0,40.0,2.9,0.51,0.62,1.0,3.0,0.0,3.0,White,1.0
8.0,7.0,38.0,3.9,0.76,0.46,1.0,4.0,0.0,4.0,White,1.0
5.0,6.0,36.0,2.7,0.11,0.01,1.0,4.0,0.0,1.0,Non-White,1.0
3.0,4.0,38.0,3.3,-0.54,-0.44,1.0,3.0,1.0,4.0,White,1.0
8.0,7.0,46.0,3.4,0.73,0.28,1.0,5.0,1.0,5.0,White,1.0
5.0,5.0,36.0,2.5,0.03,-0.15,1.0,4.0,1.0,3.0,White,1.0
9.0,9.0,30.5,3.1,0.96,0.91,1.0,4.0,1.0,3.0,White,1.0
3.0,6.0,39.0,3.4,-0.68,0.0,1.0,3.0,0.0,3.0,Non-White,1.0
8.0,7.0,34.0,3.2,0.75,0.47,1.0,3.0,1.0,3.0,White,1.0
10.0,10.0,41.0,3.8,1.6,1.49,1.0,3.0,0.0,4.0,White,1.0
2.0,5.0,43.0,3.6,-0.99,-0.1,1.0,4.0,0.0,5.0,White,1.0
1.0,3.0,33.0,3.1,-1.31,-0.84,1.0,2.0,1.0,4.0,Non-White,1.0
9.0,10.0,39.0,3.3,1.06,1.32,1.0,4.0,1.0,4.0,White,1.0
3.0,3.0,34.0,2.6,-0.7,-0.67,1.0,4.0,0.0,2.0,White,1.0
1.0,4.0,28.0,3.1,-1.27,-0.53,1.0,1.0,0.0,2.0,Non-White,1.0
7.0,7.0,46.0,3.9,0.43,0.33,1.0,4.0,0.0,5.0,White,1.0
5.0,5.0,37.0,3.4,-0.1,-0.14,1.0,3.0,0.0,3.0,White,1.0
1.0,2.0,27.0,2.3,-1.26,-1.27,1.0,3.0,1.0,3.0,Non-White,1.0
6.0,7.0,35.0,3.7,0.17,0.54,1.0,5.0,1.0,6.0,White,1.0
1.0,1.0,35.0,3.0,-1.23,-1.41,1.0,4.0,0.0,5.0,Non-White,0.0
7.0,6.0,35.0,3.2,0.35,0.26,1.0,4.0,1.0,5.0,White,1.0
5.0,3.0,26.5,2.8,-0.12,-0.67,1.0,5.0,0.0,3.0,White,1.0
4.0,3.0,40.0,2.9,-0.41,-0.8,1.0,4.0,1.0,4.0,White,1.0
9.0,9.0,39.0,3.3,1.16,1.25,1.0,4.0,0.0,3.0,White,1.0
1.0,1.0,28.0,3.1,-1.82,-2.27,2.0,3.0,1.0,4.0,White,0.0
1.0,1.0,22.5,2.9,-1.28,-1.44,1.0,3.0,1.0,1.0,Non-White,1.0
7.0,2.0,34.0,3.3,0.33,-1.01,1.0,4.0,1.0,5.0,Non-White,0.0
7.0,4.0,39.0,3.9,0.54,-0.49,1.0,3.0,1.0,4.0,White,1.0
9.0,7.0,44.0,3.8,0.89,0.29,1.0,4.0,1.0,5.0,White,1.0
3.0,3.0,33.0,3.5,-0.48,-0.76,1.0,3.0,0.0,3.0,White,1.0
1.0,1.0,38.0,2.8,-1.84,-1.33,1.0,2.0,0.0,5.0,Non-White,1.0
8.0,9.0,39.0,3.6,0.75,0.91,1.0,3.0,1.0,5.0,White,1.0
10.0,10.0,48.0,3.2,1.55,1.67,1.0,4.0,0.0,3.0,White,1.0
4.0,2.0,38.0,2.8,-0.4,-1.11,1.0,3.0,1.0,4.0,White,0.0
4.0,4.0,46.0,3.0,-0.21,-0.46,1.0,4.0,1.0,6.0,White,1.0
6.0,5.0,40.0,3.1,0.19,-0.11,1.0,3.0,0.0,4.0,White,1.0
10.0,10.0,39.0,3.3,1.41,1.97,1.0,5.0,0.0,5.0,White,1.0
8.0,8.0,41.0,3.6,0.79,0.77,1.0,4.0,0.0,4.0,White,1.0
3.0,5.0,43.0,3.9,-0.57,-0.04,1.0,2.0,0.0,5.0,White,1.0
6.0,6.0,36.0,3.3,0.29,0.03,1.0,3.0,1.0,4.0,White,1.0
7.0,6.0,33.0,2.8,0.44,0.03,2.0,5.0,0.0,3.0,White,1.0
9.0,7.0,31.0,2.8,1.1,0.47,1.0,3.0,1.0,2.0,White,1.0
6.0,8.0,45.0,3.5,0.23,0.62,1.0,4.0,1.0,4.0,White,1.0
8.0,9.0,43.0,3.6,0.93,0.87,1.0,5.0,1.0,6.0,White,1.0
8.0,9.0,41.0,3.7,0.9,1.1,1.0,4.0,1.0,6.0,White,1.0
4.0,4.0,41.0,3.6,-0.43,-0.39,1.0,3.0,0.0,5.0,White,1.0
6.0,6.0,47.0,3.8,0.09,0.22,1.0,4.0,1.0,5.0,White,1.0
4.0,5.0,29.0,3.0,-0.28,-0.06,1.0,4.0,1.0,2.0,Non-White,0.0
8.0,8.0,37.0,3.6,0.81,0.74,1.0,3.0,1.0,4.0,White,1.0
10.0,10.0,34.0,2.7,1.59,2.37,1.0,2.0,0.0,1.0,White,1.0
4.0,6.0,42.0,3.7,-0.35,0.11,1.0,4.0,1.0,6.0,White,1.0
6.0,3.0,37.0,3.6,0.29,-0.63,1.0,4.0,1.0,4.0,Non-White,1.0
9.0,6.0,39.0,3.4,1.0,0.19,1.0,4.0,0.0,4.0,White,0.0
1.0,1.0,31.0,2.5,-1.5,-2.11,2.0,2.0,0.0,3.0,Non-White,0.0
8.0,8.0,38.0,3.2,0.66,0.59,1.0,4.0,1.0,4.0,White,1.0
10.0,9.0,36.0,3.5,1.54,1.22,1.0,4.0,0.0,3.0,White,1.0
1.0,1.0,32.0,3.2,-1.48,-1.65,1.0,4.0,0.0,3.0,White,0.0
4.0,3.0,34.5,3.0,-0.2,-0.63,1.0,3.0,0.0,3.0,White,1.0
9.0,8.0,34.0,3.0,1.28,0.76,1.0,4.0,1.0,3.0,White,1.0
10.0,10.0,44.0,3.5,2.65,1.73,1.0,4.0,1.0,5.0,White,1.0
1.0,2.0,30.0,3.2,-1.38,-1.32,1.0,3.0,0.0,4.0,White,0.0
1.0,1.0,30.5,3.5,-1.99,-2.17,1.0,4.0,1.0,3.0,White,1.0
7.0,9.0,45.0,2.3,0.59,0.92,2.0,3.0,1.0,4.0,White,1.0
9.0,9.0,42.0,3.7,1.1,0.93,1.0,3.0,1.0,6.0,White,1.0
1.0,4.0,38.0,2.9,-1.51,-0.31,1.0,4.0,0.0,3.0,White,1.0
10.0,10.0,39.0,4.0,1.59,1.55,1.0,2.0,1.0,4.0,White,1.0
10.0,10.0,40.0,3.5,2.17,2.27,1.0,3.0,1.0,4.0,White,1.0
10.0,10.0,35.0,4.0,1.9,1.74,1.0,4.0,0.0,5.0,White,1.0
7.0,9.0,48.0,3.5,0.4,0.87,1.0,4.0,0.0,5.0,White,1.0
5.0,5.0,35.0,3.3,0.01,-0.15,2.0,4.0,0.0,5.0,Non-White,1.0
7.0,5.0,41.0,3.6,0.33,-0.18,1.0,3.0,1.0,5.0,White,1.0
9.0,10.0,42.0,3.1,1.18,1.74,1.0,4.0,1.0,3.0,White,1.0
5.0,9.0,30.5,2.7,-0.17,1.22,2.0,3.0,1.0,5.0,White,1.0
4.0,4.0,36.0,3.2,-0.21,-0.4,1.0,4.0,1.0,5.0,White,1.0
3.0,3.0,37.0,3.3,-0.56,-0.64,1.0,4.0,1.0,4.0,White,1.0
10.0,9.0,36.0,3.6,1.47,1.19,1.0,4.0,0.0,6.0,White,1.0
5.0,6.0,41.0,3.8,-0.08,0.05,1.0,1.0,0.0,4.0,White,1.0
7.0,9.0,40.0,3.6,0.41,1.24,2.0,3.0,1.0,4.0,White,1.0
2.0,5.0,34.0,3.2,-0.92,-0.26,1.0,4.0,0.0,3.0,White,1.0
1.0,1.0,31.0,2.6,-1.26,-1.87,1.0,5.0,1.0,5.0,Non-White,0.0
5.0,3.0,39.0,3.2,0.08,-0.59,1.0,3.0,1.0,4.0,White,1.0
6.0,6.0,39.0,3.2,0.27,0.28,1.0,2.0,0.0,4.0,White,1.0
8.0,9.0,29.0,3.3,0.58,0.97,1.0,3.0,1.0,3.0,White,1.0
10.0,10.0,41.0,4.0,2.02,2.03,1.0,4.0,1.0,4.0,White,1.0
7.0,6.0,35.0,3.0,0.38,0.22,2.0,4.0,0.0,4.0,White,1.0
6.0,5.0,40.0,3.3,0.13,-0.12,1.0,3.0,0.0,6.0,White,1.0
6.0,3.0,37.0,3.3,0.11,-0.65,1.0,3.0,0.0,3.0,White,1.0
4.0,5.0,42.0,3.0,-0.4,-0.12,1.0,4.0,1.0,4.0,White,1.0
8.0,8.0,38.0,4.0,0.61,0.82,1.0,4.0,0.0,5.0,White,1.0
6.0,5.0,37.0,2.9,0.17,-0.29,1.0,5.0,1.0,1.0,White,1.0
10.0,10.0,37.0,3.8,1.6,1.59,1.0,4.0,0.0,4.0,White,1.0
3.0,4.0,29.0,3.1,-0.58,-0.55,1.0,3.0,1.0,2.0,White,0.0
1.0,3.0,30.0,2.7,-2.29,-0.79,1.0,3.0,0.0,4.0,Non-White,0.0
3.0,4.0,37.0,3.2,-0.47,-0.3,1.0,5.0,0.0,6.0,Non-White,1.0
4.0,4.0,41.0,2.8,-0.42,-0.53,1.0,4.0,0.0,3.0,White,1.0
9.0,8.0,36.0,2.6,1.26,0.64,1.0,3.0,1.0,3.0,White,1.0
10.0,10.0,40.0,3.6,1.81,2.23,1.0,4.0,0.0,5.0,White,1.0
4.0,1.0,47.0,3.0,-0.43,-1.3,1.0,4.0,1.0,5.0,White,1.0
10.0,8.0,44.0,2.4,1.65,0.64,1.0,4.0,1.0,6.0,White,1.0
10.0,10.0,36.0,3.9,1.9,2.09,1.0,3.0,0.0,5.0,White,1.0
9.0,9.0,32.0,3.7,1.06,0.95,2.0,2.0,0.0,4.0,White,1.0
3.0,4.0,33.0,3.1,-0.46,-0.49,1.0,4.0,0.0,5.0,White,1.0
8.0,8.0,37.0,3.1,0.62,0.56,1.0,3.0,0.0,3.0,White,1.0
6.0,7.0,44.0,3.9,0.19,0.29,1.0,3.0,1.0,4.0,White,1.0
8.0,8.0,38.0,3.7,0.81,0.71,1.0,3.0,0.0,3.0,White,1.0
6.0,5.0,39.0,3.5,0.1,-0.06,1.0,3.0,0.0,5.0,White,1.0
7.0,3.0,35.3,2.6,0.47,-0.8,1.0,4.0,1.0,3.0,White,1.0
2.0,1.0,42.0,3.4,-0.9,-1.46,1.0,3.0,1.0,6.0,White,1.0
10.0,10.0,39.0,2.9,2.01,1.87,1.0,3.0,1.0,5.0,White,1.0
2.0,2.0,37.0,3.1,-1.11,-1.03,1.0,4.0,1.0,3.0,White,1.0
4.0,2.0,33.0,2.5,-0.32,-1.27,1.0,4.0,1.0,3.0,White,1.0
1.0,1.0,33.0,2.5,-1.4,-1.63,1.0,4.0,1.0,3.0,White,1.0
7.0,7.0,41.0,3.0,0.49,0.38,1.0,4.0,0.0,5.0,White,1.0
10.0,10.0,43.0,3.4,2.28,1.89,1.0,3.0,0.0,4.0,White,1.0
8.0,9.0,38.0,3.6,0.81,0.99,1.0,4.0,0.0,3.0,Non-White,1.0
6.0,5.0,41.0,3.1,0.16,-0.02,1.0,3.0,0.0,4.0,White,1.0
3.0,3.0,33.0,3.4,-0.53,-0.88,2.0,3.0,1.0,4.0,White,1.0
1.0,2.0,37.0,2.9,-1.45,-1.11,1.0,4.0,0.0,4.0,Non-White,1.0
9.0,10.0,35.0,3.8,1.14,1.44,1.0,4.0,1.0,4.0,White,1.0
10.0,10.0,40.5,3.2,2.09,2.36,1.0,4.0,1.0,3.0,White,1.0
9.0,9.0,48.0,3.2,1.06,0.99,1.0,2.0,0.0,4.0,White,1.0
3.0,2.0,32.0,2.9,-0.68,-0.88,1.0,2.0,0.0,5.0,Non-White,1.0
7.0,6.0,35.0,3.0,0.45,0.09,1.0,3.0,1.0,3.0,White,1.0
9.0,9.0,45.0,3.1,1.24,0.87,1.0,4.0,1.0,5.0,White,1.0
9.0,8.0,41.0,3.0,1.01,0.66,1.0,3.0,0.0,3.0,White,1.0
6.0,6.0,39.0,3.3,0.12,0.16,1.0,4.0,1.0,4.0,White,1.0
2.0,3.0,40.0,3.7,-0.75,-0.73,1.0,3.0,0.0,3.0,White,0.0
4.0,3.0,35.5,3.1,-0.37,-0.76,1.0,4.0,1.0,2.0,White,1.0
1.0,1.0,41.0,3.6,-1.86,-1.76,1.0,5.0,1.0,6.0,White,1.0
4.0,6.0,36.0,3.3,-0.17,0.19,1.0,4.0,1.0,3.0,White,1.0
6.0,6.0,34.0,2.8,0.1,0.13,1.0,3.0,1.0,3.0,White,1.0
5.0,5.0,38.0,3.0,-0.02,-0.23,1.0,4.0,1.0,3.0,White,1.0
1.0,1.0,34.0,2.7,-1.71,-1.54,1.0,4.0,1.0,3.0,White,0.0
9.0,8.0,24.5,3.7,0.96,0.56,1.0,1.0,0.0,3.0,White,1.0
6.0,9.0,31.0,3.1,0.07,0.98,1.0,5.0,1.0,2.0,White,1.0
5.0,5.0,30.5,2.6,-0.1,-0.27,1.0,4.0,1.0,2.0,White,1.0
2.0,2.0,33.0,3.0,-1.03,-1.15,2.0,3.0,0.0,3.0,White,1.0
1.0,2.0,38.0,3.1,-1.57,-1.2,1.0,4.0,1.0,4.0,White,1.0
7.0,3.0,41.0,2.8,0.35,-0.52,2.0,3.0,1.0,5.0,White,1.0
3.0,3.0,36.0,3.2,-0.67,-0.82,1.0,4.0,0.0,3.0,White,1.0
5.0,4.0,25.0,3.3,-0.09,-0.24,1.0,2.0,0.0,5.0,Non-White,0.0
9.0,10.0,31.0,3.5,1.21,1.49,2.0,3.0,0.0,3.0,White,1.0
3.0,3.0,40.0,3.3,-0.49,-0.56,1.0,5.0,1.0,3.0,White,1.0
3.0,4.0,39.0,3.6,-0.61,-0.46,1.0,3.0,1.0,4.0,White,1.0
6.0,5.0,31.0,2.7,0.12,-0.12,1.0,3.0,1.0,5.0,White,1.0
1.0,2.0,31.0,3.6,-1.32,-1.22,1.0,3.0,0.0,2.0,White,0.0
7.0,8.0,33.5,3.5,0.55,0.63,1.0,4.0,1.0,5.0,White,1.0
2.0,1.0,36.0,3.2,-0.92,-1.45,1.0,4.0,1.0,3.0,White,1.0
6.0,5.0,35.0,3.2,0.15,-0.25,1.0,4.0,1.0,3.0,White,1.0
4.0,2.0,36.0,3.0,-0.41,-0.96,1.0,4.0,0.0,3.0,White,1.0
2.0,1.0,38.0,3.3,-0.98,-1.76,1.0,3.0,0.0,4.0,Non-White,1.0
8.0,10.0,44.0,3.8,0.78,1.4,1.0,4.0,0.0,6.0,White,1.0
9.0,9.0,38.0,3.7,1.23,1.31,1.0,3.0,0.0,3.0,White,1.0
1.0,1.0,27.0,2.7,-1.19,-1.49,2.0,4.0,1.0,2.0,White,0.0
8.0,8.0,36.0,3.1,0.68,0.63,1.0,4.0,1.0,3.0,White,1.0
9.0,10.0,31.0,3.5,1.26,1.6,1.0,3.0,0.0,3.0,White,1.0
5.0,7.0,35.5,3.6,-0.09,0.38,1.0,2.0,1.0,4.0,White,1.0
2.0,3.0,32.0,3.5,-0.86,-0.65,1.0,4.0,1.0,3.0,White,1.0
3.0,5.0,42.0,3.4,-0.7,0.01,1.0,3.0,1.0,5.0,White,1.0
10.0,5.0,44.0,2.9,1.61,-0.15,1.0,4.0,0.0,6.0,White,1.0
3.0,2.0,25.0,3.2,-0.68,-1.24,1.0,4.0,1.0,3.0,White,1.0
3.0,3.0,38.0,3.5,-0.56,-0.83,1.0,3.0,1.0,5.0,White,1.0
2.0,4.0,37.0,3.2,-0.93,-0.42,1.0,4.0,0.0,4.0,White,0.0
1.0,2.0,38.0,3.0,-1.23,-0.86,1.0,5.0,1.0,5.0,White,1.0
3.0,5.0,35.0,3.2,-0.48,-0.17,1.0,4.0,0.0,5.0,White,1.0
4.0,6.0,36.0,4.0,-0.28,0.2,1.0,3.0,0.0,4.0,White,1.0
9.0,10.0,46.0,4.0,1.31,1.77,1.0,4.0,1.0,6.0,White,1.0
2.0,5.0,35.0,3.0,-1.14,-0.08,1.0,4.0,1.0,5.0,White,1.0
3.0,3.0,31.0,3.6,-0.48,-0.62,1.0,2.0,0.0,3.0,White,1.0
7.0,9.0,37.0,3.4,0.47,1.06,1.0,4.0,0.0,3.0,White,1.0
6.0,8.0,36.0,3.2,0.32,0.6,1.0,4.0,1.0,4.0,White,1.0
3.0,3.0,29.0,3.1,-0.64,-0.7,1.0,3.0,1.0,2.0,White,1.0
7.0,10.0,30.0,3.5,0.53,1.83,1.0,4.0,0.0,3.0,White,1.0
7.0,7.0,34.0,3.2,0.33,0.27,1.0,4.0,0.0,2.0,White,1.0
8.0,8.0,37.0,3.1,0.65,0.59,2.0,4.0,1.0,3.0,White,1.0
2.0,3.0,20.0,2.7,-0.77,-0.8,1.0,2.0,0.0,1.0,Non-White,0.0
5.0,5.0,30.0,3.2,0.02,-0.17,1.0,4.0,1.0,3.0,White,1.0
10.0,9.0,37.0,3.5,1.51,1.09,1.0,4.0,1.0,3.0,White,1.0
8.0,9.0,48.0,3.8,0.86,0.99,1.0,2.0,0.0,5.0,White,1.0
6.0,2.0,35.0,2.9,0.23,-1.08,1.0,3.0,0.0,4.0,White,1.0
8.0,6.0,35.0,3.1,0.87,0.23,1.0,4.0,0.0,4.0,Non-White,1.0
8.0,4.0,48.0,3.4,0.7,-0.26,1.0,4.0,1.0,6.0,White,1.0
5.0,5.0,41.0,3.7,-0.14,-0.02,1.0,4.0,0.0,4.0,Non-White,1.0
4.0,4.0,32.0,3.5,-0.32,-0.31,1.0,4.0,0.0,5.0,White,1.0
1.0,1.0,27.0,2.5,-2.0,-1.95,2.0,3.0,1.0,3.0,Non-White,1.0
3.0,3.0,38.0,3.3,-0.57,-0.67,1.0,2.0,1.0,4.0,Non-White,1.0
10.0,9.0,34.0,3.4,1.7,1.08,1.0,3.0,1.0,3.0,White,1.0
2.0,2.0,37.5,3.7,-0.85,-1.22,1.0,2.0,0.0,5.0,White,0.0
1.0,2.0,47.0,3.7,-1.47,-1.3,1.0,5.0,1.0,6.0,White,1.0
6.0,7.0,32.0,3.4,0.24,0.33,1.0,3.0,1.0,3.0,White,1.0
3.0,3.0,32.5,3.2,-0.7,-0.68,1.0,3.0,1.0,3.0,White,1.0
1.0,1.0,21.0,3.2,-1.42,-1.51,2.0,2.0,1.0,4.0,Non-White,0.0
7.0,8.0,38.0,3.7,0.33,0.64,2.0,4.0,0.0,4.0,White,1.0
10.0,10.0,37.0,3.6,1.45,1.39,1.0,3.0,0.0,3.0,White,1.0
6.0,6.0,35.0,3.5,0.26,0.26,1.0,4.0,1.0,4.0,White,1.0
4.0,4.0,32.0,3.2,-0.41,-0.39,2.0,3.0,0.0,4.0,White,1.0
7.0,9.0,35.5,2.7,0.54,1.04,1.0,4.0,1.0,3.0,White,1.0
5.0,7.0,39.0,3.1,-0.06,0.29,1.0,4.0,1.0,3.0,White,1.0
10.0,8.0,37.0,3.1,1.33,0.65,1.0,4.0,0.0,3.0,White,1.0
7.0,8.0,42.0,3.2,0.58,0.74,1.0,4.0,1.0,4.0,White,1.0
3.0,2.0,35.0,3.4,-0.74,-1.17,1.0,4.0,0.0,5.0,Non-White,1.0
10.0,9.0,34.5,3.9,1.33,0.97,1.0,3.0,0.0,4.0,White,1.0
2.0,2.0,39.0,3.6,-0.83,-1.3,1.0,3.0,0.0,4.0,White,1.0
1.0,4.0,39.0,3.1,-1.15,-0.4,1.0,4.0,1.0,4.0,White,1.0
10.0,10.0,37.0,3.3,2.04,2.09,1.0,3.0,1.0,3.0,White,1.0
8.0,9.0,41.0,3.8,0.68,0.94,1.0,3.0,0.0,4.0,White,1.0
10.0,9.0,33.0,2.1,2.17,1.05,1.0,2.0,1.0,3.0,White,1.0
10.0,10.0,43.0,4.0,2.3,2.54,2.0,3.0,0.0,4.0,White,1.0
5.0,6.0,35.5,4.0,-0.08,0.09,1.0,3.0,1.0,6.0,Non-White,1.0
9.0,8.0,38.0,3.6,1.22,0.83,1.0,4.0,1.0,3.0,White,1.0
2.0,2.0,36.0,3.1,-0.79,-1.06,1.0,3.0,1.0,4.0,Non-White,1.0
4.0,4.0,38.0,3.7,-0.28,-0.34,1.0,4.0,0.0,4.0,White,1.0
5.0,5.0,39.0,3.1,0.08,-0.09,1.0,4.0,1.0,4.0,White,1.0
7.0,7.0,27.0,3.7,0.41,0.47,1.0,4.0,0.0,3.0,White,1.0
2.0,1.0,37.0,3.8,-0.88,-2.11,1.0,3.0,0.0,3.0,White,0.0
1.0,1.0,37.0,3.2,-1.56,-1.69,1.0,2.0,1.0,3.0,Non-White,0.0
1.0,1.0,23.5,2.3,-1.38,-1.77,1.0,1.0,1.0,4.0,Non-White,1.0
6.0,9.0,36.0,4.0,0.22,1.1,1.0,4.0,0.0,4.0,White,1.0
6.0,7.0,36.5,3.0,0.3,0.54,1.0,4.0,1.0,3.0,White,1.0
9.0,10.0,44.0,3.5,1.14,1.34,1.0,4.0,0.0,3.0,White,1.0
7.0,4.0,32.5,2.4,0.3,-0.48,1.0,4.0,1.0,2.0,White,1.0
1.0,2.0,28.0,3.1,-1.24,-0.97,1.0,3.0,0.0,5.0,Non-White,1.0
1.0,1.0,29.5,2.6,-1.61,-1.48,1.0,2.0,0.0,4.0,Non-White,1.0
6.0,7.0,38.0,3.6,0.19,0.37,1.0,3.0,0.0,4.0,Non-White,1.0
3.0,7.0,31.0,3.8,-0.46,0.32,1.0,4.0,1.0,3.0,White,1.0
10.0,10.0,43.0,3.4,1.85,2.42,1.0,4.0,1.0,3.0,White,1.0
5.0,5.0,40.0,3.6,-0.01,-0.02,1.0,4.0,0.0,4.0,Non-White,1.0
1.0,1.0,25.0,3.0,-1.14,-1.47,1.0,4.0,1.0,2.0,Non-White,0.0
6.0,7.0,39.0,3.2,0.21,0.38,1.0,3.0,0.0,5.0,Non-White,1.0
2.0,3.0,37.0,3.0,-0.7,-0.77,1.0,4.0,1.0,3.0,White,1.0
9.0,10.0,38.0,3.8,1.16,1.59,1.0,5.0,1.0,4.0,White,1.0
1.0,1.0,36.0,2.9,-1.52,-1.73,1.0,3.0,0.0,3.0,White,1.0
8.0,7.0,37.0,3.8,0.75,0.49,1.0,4.0,1.0,4.0,White,1.0
3.0,4.0,37.5,3.0,-0.54,-0.51,2.0,4.0,1.0,5.0,White,1.0
8.0,6.0,42.0,2.9,0.68,0.17,1.0,4.0,1.0,3.0,White,1.0
9.0,9.0,42.0,4.0,0.99,1.18,1.0,4.0,1.0,4.0,White,1.0
10.0,9.0,39.0,3.0,1.43,1.16,1.0,4.0,0.0,3.0,White,1.0
7.0,4.0,45.0,2.6,0.48,-0.26,2.0,3.0,1.0,4.0,White,1.0
6.0,6.0,31.0,3.2,0.09,0.24,1.0,3.0,0.0,3.0,White,1.0
9.0,7.0,27.0,3.3,1.25,0.41,1.0,2.0,0.0,3.0,Non-White,1.0
8.0,9.0,35.0,3.4,0.79,1.02,1.0,4.0,0.0,4.0,White,1.0
7.0,7.0,35.0,3.3,0.48,0.36,1.0,3.0,1.0,4.0,White,1.0
1.0,1.0,24.0,2.6,-1.6,-1.77,1.0,3.0,0.0,4.0,Non-White,0.0
1.0,2.0,26.5,2.5,-1.15,-1.09,1.0,4.0,0.0,4.0,White,1.0
10.0,10.0,36.0,2.6,1.6,2.17,1.0,3.0,1.0,3.0,White,1.0
1.0,2.0,32.0,3.5,-1.44,-0.93,1.0,3.0,0.0,4.0,White,0.0
10.0,10.0,37.0,3.5,1.65,1.68,1.0,4.0,0.0,4.0,White,1.0
4.0,2.0,37.0,2.9,-0.18,-1.22,1.0,2.0,1.0,4.0,Non-White,1.0
8.0,7.0,37.0,2.9,0.82,0.51,1.0,4.0,1.0,4.0,White,1.0
3.0,5.0,38.0,3.6,-0.43,-0.05,1.0,4.0,1.0,3.0,White,1.0
6.0,8.0,35.0,3.7,0.29,0.68,1.0,3.0,0.0,4.0,White,1.0
1.0,1.0,26.0,2.3,-2.05,-1.39,2.0,3.0,1.0,3.0,Non-White,0.0
4.0,1.0,42.0,3.4,-0.32,-1.73,2.0,3.0,0.0,5.0,White,1.0
1.0,3.0,28.0,3.5,-1.21,-0.87,1.0,4.0,0.0,3.0,White,1.0
9.0,9.0,29.0,2.7,0.88,1.06,1.0,3.0,1.0,3.0,White,1.0
3.0,3.0,40.0,3.4,-0.49,-0.57,1.0,3.0,1.0,4.0,White,0.0
10.0,10.0,37.0,3.8,2.26,2.13,1.0,5.0,0.0,3.0,White,1.0
8.0,9.0,33.0,3.2,0.68,1.13,1.0,5.0,0.0,3.0,White,1.0
6.0,5.0,29.5,3.0,0.22,-0.23,1.0,1.0,1.0,2.0,White,1.0
4.0,5.0,38.0,3.8,-0.41,-0.17,1.0,4.0,0.0,4.0,White,1.0
10.0,10.0,39.0,3.5,1.84,1.89,1.0,3.0,1.0,4.0,White,1.0
7.0,7.0,38.0,2.7,0.55,0.34,1.0,4.0,1.0,2.0,White,1.0
10.0,9.0,27.5,3.0,1.45,0.87,1.0,4.0,0.0,3.0,White,1.0
9.0,8.0,43.0,3.4,1.08,0.75,1.0,4.0,1.0,4.0,White,1.0
10.0,10.0,36.0,3.7,2.11,2.47,1.0,3.0,0.0,4.0,White,1.0
3.0,2.0,34.0,3.6,-0.53,-0.86,1.0,3.0,0.0,5.0,White,1.0
7.0,5.0,39.0,3.4,0.57,0.0,1.0,4.0,0.0,4.0,White,1.0
1.0,1.0,24.7,2.8,-1.29,-1.52,1.0,3.0,1.0,3.0,Non-White,1.0
8.0,6.0,35.0,3.3,0.76,0.29,1.0,5.0,0.0,4.0,White,1.0
5.0,7.0,46.0,3.4,-0.06,0.32,1.0,5.0,1.0,5.0,White,1.0
1.0,1.0,27.0,2.8,-1.28,-1.79,1.0,3.0,1.0,4.0,Non-White,1.0
7.0,3.0,41.0,3.7,0.49,-0.57,1.0,3.0,0.0,5.0,Non-White,1.0
9.0,9.0,32.5,3.7,1.1,1.1,1.0,4.0,0.0,4.0,White,1.0
5.0,5.0,45.0,3.8,-0.04,-0.12,1.0,3.0,0.0,6.0,White,1.0
3.0,3.0,29.0,2.8,-0.66,-0.62,1.0,3.0,1.0,2.0,White,1.0
9.0,8.0,42.0,3.7,1.2,0.73,1.0,5.0,1.0,4.0,White,1.0
2.0,2.0,36.5,3.4,-0.8,-0.87,1.0,2.0,0.0,5.0,White,0.0
